A,B,Step,InitCondNum,State
0,1,42,21,01
0,1,43,21,01
0,0,44,21,00
0,1,45,21,01
0,1,46,21,01
0,0,47,21,00
1,0,48,21,10
1,0,49,21,10
1,0,50,21,10
0,0,51,21,00
0,1,52,21,01
0,0,53,21,00
1,0,54,21,10
1,0,55,21,10
0,0,56,21,00
0,1,57,21,01
0,1,58,21,01
0,1,59,21,01
0,0,60,21,00
0,1,61,21,01
0,1,62,21,01
0,0,63,21,00
0,1,64,21,01
0,1,65,21,01
0,0,66,21,00
0,1,67,21,01
0,0,68,21,00
0,1,69,21,01
0,0,70,21,00
1,0,71,21,10
1,0,72,21,10
1,0,73,21,10
1,0,74,21,10
0,0,75,21,00
1,0,76,21,10
0,0,77,21,00
1,0,78,21,10
1,0,79,21,10
1,0,80,21,10
1,0,81,21,10
1,0,82,21,10
0,0,83,21,00
1,0,84,21,10
1,0,85,21,10
1,0,86,21,10
1,0,87,21,10
0,0,88,21,00
1,0,89,21,10
0,0,90,21,00
1,0,91,21,10
1,0,92,21,10
0,0,93,21,00
0,1,94,21,01
0,0,95,21,00
1,0,96,21,10
0,0,97,21,00
1,0,98,21,10
1,0,99,21,10
0,0,100,21,00
0,1,101,21,01
0,0,1,22,00
0,1,2,22,01
0,1,3,22,01
0,0,4,22,00
0,1,5,22,01
0,1,6,22,01
0,0,7,22,00
1,0,8,22,10
1,0,9,22,10
0,0,10,22,00
0,1,11,22,01
0,1,12,22,01
0,0,13,22,00
0,1,14,22,01
0,0,15,22,00
0,1,16,22,01
0,0,17,22,00
0,1,18,22,01
0,1,19,22,01
0,0,20,22,00
0,1,21,22,01
0,1,22,22,01
0,0,23,22,00
0,1,24,22,01
0,0,25,22,00
1,0,26,22,10
0,0,27,22,00
0,1,28,22,01
0,1,29,22,01
0,1,30,22,01
0,0,31,22,00
1,0,32,22,10
0,0,33,22,00
1,0,34,22,10
1,0,35,22,10
1,0,36,22,10
1,0,37,22,10
0,0,38,22,00
1,0,39,22,10
1,0,40,22,10
0,0,41,22,00
0,1,42,22,01
0,1,43,22,01
0,1,44,22,01
0,1,45,22,01
0,0,46,22,00
1,0,47,22,10
0,0,48,22,00
0,1,49,22,01
0,1,50,22,01
0,1,51,22,01
0,0,52,22,00
0,1,53,22,01
0,1,54,22,01
0,1,55,22,01
0,0,56,22,00
0,1,57,22,01
0,1,58,22,01
0,1,59,22,01
0,0,60,22,00
1,0,61,22,10
1,0,62,22,10
0,0,63,22,00
1,0,64,22,10
0,0,65,22,00
0,1,66,22,01
0,0,67,22,00
0,1,68,22,01
0,0,69,22,00
1,0,70,22,10
0,0,71,22,00
1,0,72,22,10
0,0,73,22,00
0,1,74,22,01
0,1,75,22,01
0,1,76,22,01
0,1,77,22,01
0,1,78,22,01
0,0,79,22,00
0,1,80,22,01
0,0,81,22,00
1,0,82,22,10
0,0,83,22,00
1,0,84,22,10
0,0,85,22,00
1,0,86,22,10
0,0,87,22,00
1,0,88,22,10
1,0,89,22,10
1,0,90,22,10
0,0,91,22,00
0,1,92,22,01
0,1,93,22,01
0,0,94,22,00
0,1,95,22,01
0,1,96,22,01
0,1,97,22,01
0,0,98,22,00
0,1,99,22,01
0,1,100,22,01
0,0,101,22,00
0,0,1,22,00
1,0,2,22,10
1,0,3,22,10
0,0,4,22,00
1,0,5,22,10
1,0,6,22,10
0,0,7,22,00
1,0,8,22,10
1,0,9,22,10
0,0,10,22,00
1,0,11,22,10
0,0,12,22,00
1,0,13,22,10
0,0,14,22,00
1,0,15,22,10
0,0,16,22,00
0,1,17,22,01
0,0,18,22,00
1,0,19,22,10
1,0,20,22,10
1,0,21,22,10
0,0,22,22,00
1,0,23,22,10
0,0,24,22,00
0,1,25,22,01
0,1,26,22,01
0,0,27,22,00
0,1,28,22,01
0,0,29,22,00
0,1,30,22,01
0,0,31,22,00
0,1,32,22,01
0,0,33,22,00
0,1,34,22,01
0,1,35,22,01
0,1,36,22,01
0,1,37,22,01
0,1,38,22,01
0,1,39,22,01
0,1,40,22,01
0,1,41,22,01
0,1,42,22,01
0,1,43,22,01
0,0,44,22,00
1,0,45,22,10
0,0,46,22,00
0,1,47,22,01
0,0,48,22,00
1,0,49,22,10
1,0,50,22,10
0,0,51,22,00
1,0,52,22,10
1,0,53,22,10
1,0,54,22,10
1,0,55,22,10
0,0,56,22,00
0,1,57,22,01
0,0,58,22,00
1,0,59,22,10
0,0,60,22,00
0,1,61,22,01
0,1,62,22,01
0,1,63,22,01
0,1,64,22,01
0,1,65,22,01
0,0,66,22,00
1,0,67,22,10
0,0,68,22,00
0,1,69,22,01
0,0,70,22,00
1,0,71,22,10
0,0,72,22,00
1,0,73,22,10
1,0,74,22,10
1,0,75,22,10
1,0,76,22,10
0,0,77,22,00
1,0,78,22,10
0,0,79,22,00
1,0,80,22,10
0,0,81,22,00
1,0,82,22,10
0,0,83,22,00
0,1,84,22,01
0,1,85,22,01
0,1,86,22,01
0,1,87,22,01
0,0,88,22,00
1,0,89,22,10
1,0,90,22,10
0,0,91,22,00
1,0,92,22,10
1,0,93,22,10
1,0,94,22,10
1,0,95,22,10
1,0,96,22,10
0,0,97,22,00
1,0,98,22,10
0,0,99,22,00
0,1,100,22,01
0,0,101,22,00
0,0,1,22,00
1,0,2,22,10
0,0,3,22,00
1,0,4,22,10
0,0,5,22,00
1,0,6,22,10
1,0,7,22,10
1,0,8,22,10
0,0,9,22,00
0,1,10,22,01
0,1,11,22,01
0,1,12,22,01
0,0,13,22,00
1,0,14,22,10
1,0,15,22,10
0,0,16,22,00
0,1,17,22,01
0,1,18,22,01
0,1,19,22,01
0,1,20,22,01
0,1,21,22,01
0,1,22,22,01
0,1,23,22,01
0,1,24,22,01
0,1,25,22,01
0,0,26,22,00
1,0,27,22,10
1,0,28,22,10
0,0,29,22,00
1,0,30,22,10
0,0,31,22,00
0,1,32,22,01
0,1,33,22,01
0,0,34,22,00
0,1,35,22,01
0,1,36,22,01
0,0,37,22,00
1,0,38,22,10
1,0,39,22,10
1,0,40,22,10
1,0,41,22,10
0,0,42,22,00
0,1,43,22,01
0,0,44,22,00
0,1,45,22,01
0,0,46,22,00
1,0,47,22,10
0,0,48,22,00
0,1,49,22,01
0,0,50,22,00
0,1,51,22,01
0,0,52,22,00
0,1,53,22,01
0,0,54,22,00
0,1,55,22,01
0,0,56,22,00
1,0,57,22,10
0,0,58,22,00
1,0,59,22,10
1,0,60,22,10
0,0,61,22,00
1,0,62,22,10
1,0,63,22,10
0,0,64,22,00
1,0,65,22,10
1,0,66,22,10
0,0,67,22,00
0,1,68,22,01
0,1,69,22,01
0,0,70,22,00
1,0,71,22,10
1,0,72,22,10
0,0,73,22,00
0,1,74,22,01
0,1,75,22,01
0,1,76,22,01
0,1,77,22,01
0,1,78,22,01
0,1,79,22,01
0,0,80,22,00
0,1,81,22,01
0,1,82,22,01
0,1,83,22,01
0,1,84,22,01
0,0,85,22,00
0,1,86,22,01
0,1,87,22,01
0,0,88,22,00
1,0,89,22,10
0,0,90,22,00
1,0,91,22,10
1,0,92,22,10
1,0,93,22,10
0,0,94,22,00
0,1,95,22,01
0,0,96,22,00
1,0,97,22,10
0,0,98,22,00
0,1,99,22,01
0,1,100,22,01
0,1,101,22,01
0,0,1,22,00
0,1,2,22,01
0,1,3,22,01
0,0,4,22,00
1,0,5,22,10
1,0,6,22,10
1,0,7,22,10
1,0,8,22,10
0,0,9,22,00
1,0,10,22,10
0,0,11,22,00
1,0,12,22,10
1,0,13,22,10
0,0,14,22,00
0,1,15,22,01
0,1,16,22,01
0,0,17,22,00
1,0,18,22,10
0,0,19,22,00
0,1,20,22,01
0,0,21,22,00
1,0,22,22,10
1,0,23,22,10
0,0,24,22,00
0,1,25,22,01
0,1,26,22,01
0,1,27,22,01
0,0,28,22,00
1,0,29,22,10
1,0,30,22,10
0,0,31,22,00
1,0,32,22,10
1,0,33,22,10
0,0,34,22,00
1,0,35,22,10
1,0,36,22,10
0,0,37,22,00
1,0,38,22,10
1,0,39,22,10
0,0,40,22,00
1,0,41,22,10
1,0,42,22,10
0,0,43,22,00
1,0,44,22,10
1,0,45,22,10
1,0,46,22,10
1,0,47,22,10
1,0,48,22,10
1,0,49,22,10
0,0,50,22,00
1,0,51,22,10
0,0,52,22,00
0,1,53,22,01
0,1,54,22,01
0,0,55,22,00
1,0,56,22,10
0,0,57,22,00
0,1,58,22,01
0,0,59,22,00
1,0,60,22,10
0,0,61,22,00
1,0,62,22,10
1,0,63,22,10
1,0,64,22,10
1,0,65,22,10
1,0,66,22,10
1,0,67,22,10
0,0,68,22,00
1,0,69,22,10
0,0,70,22,00
0,1,71,22,01
0,0,72,22,00
1,0,73,22,10
0,0,74,22,00
1,0,75,22,10
1,0,76,22,10
0,0,77,22,00
1,0,78,22,10
1,0,79,22,10
1,0,80,22,10
1,0,81,22,10
0,0,82,22,00
1,0,83,22,10
1,0,84,22,10
0,0,85,22,00
1,0,86,22,10
1,0,87,22,10
1,0,88,22,10
1,0,89,22,10
1,0,90,22,10
0,0,91,22,00
1,0,92,22,10
1,0,93,22,10
1,0,94,22,10
0,0,95,22,00
1,0,96,22,10
1,0,97,22,10
0,0,98,22,00
0,1,99,22,01
0,1,100,22,01
0,0,101,22,00
0,0,1,22,00
1,0,2,22,10
1,0,3,22,10
0,0,4,22,00
1,0,5,22,10
1,0,6,22,10
1,0,7,22,10
0,0,8,22,00
0,1,9,22,01
0,1,10,22,01
0,1,11,22,01
0,1,12,22,01
0,0,13,22,00
0,1,14,22,01
0,1,15,22,01
0,0,16,22,00
0,1,17,22,01
0,0,18,22,00
1,0,19,22,10
0,0,20,22,00
0,1,21,22,01
0,0,22,22,00
1,0,23,22,10
1,0,24,22,10
1,0,25,22,10
1,0,26,22,10
0,0,27,22,00
0,1,28,22,01
0,0,29,22,00
1,0,30,22,10
1,0,31,22,10
1,0,32,22,10
0,0,33,22,00
0,1,34,22,01
0,1,35,22,01
0,0,36,22,00
1,0,37,22,10
1,0,38,22,10
1,0,39,22,10
1,0,40,22,10
0,0,41,22,00
1,0,42,22,10
0,0,43,22,00
0,1,44,22,01
0,0,45,22,00
0,1,46,22,01
0,1,47,22,01
0,1,48,22,01
0,0,49,22,00
1,0,50,22,10
1,0,51,22,10
0,0,52,22,00
0,1,53,22,01
0,0,54,22,00
0,1,55,22,01
0,1,56,22,01
0,0,57,22,00
1,0,58,22,10
1,0,59,22,10
1,0,60,22,10
1,0,61,22,10
0,0,62,22,00
1,0,63,22,10
0,0,64,22,00
0,1,65,22,01
0,0,66,22,00
1,0,67,22,10
0,0,68,22,00
1,0,69,22,10
0,0,70,22,00
1,0,71,22,10
0,0,72,22,00
1,0,73,22,10
1,0,74,22,10
1,0,75,22,10
1,0,76,22,10
0,0,77,22,00
0,1,78,22,01
0,1,79,22,01
0,0,80,22,00
0,1,81,22,01
0,1,82,22,01
0,0,83,22,00
1,0,84,22,10
0,0,85,22,00
1,0,86,22,10
0,0,87,22,00
0,1,88,22,01
0,1,89,22,01
0,1,90,22,01
0,1,91,22,01
0,0,92,22,00
0,1,93,22,01
0,1,94,22,01
0,0,95,22,00
1,0,96,22,10
1,0,97,22,10
1,0,98,22,10
0,0,99,22,00
1,0,100,22,10
1,0,101,22,10
1,1,1,23,11
0,1,2,23,01
0,1,3,23,01
0,1,4,23,01
0,0,5,23,00
1,0,6,23,10
1,0,7,23,10
0,0,8,23,00
1,0,9,23,10
1,0,10,23,10
0,0,11,23,00
0,1,12,23,01
0,1,13,23,01
0,0,14,23,00
0,1,15,23,01
0,1,16,23,01
0,1,17,23,01
0,0,18,23,00
0,1,19,23,01
0,0,20,23,00
0,1,21,23,01
0,1,22,23,01
0,0,23,23,00
0,1,24,23,01
0,0,25,23,00
0,1,26,23,01
0,1,27,23,01
0,1,28,23,01
0,1,29,23,01
0,0,30,23,00
0,1,31,23,01
0,0,32,23,00
1,0,33,23,10
1,0,34,23,10
1,0,35,23,10
1,0,36,23,10
1,0,37,23,10
1,0,38,23,10
1,0,39,23,10
1,0,40,23,10
1,0,41,23,10
1,0,42,23,10
0,0,43,23,00
0,1,44,23,01
0,1,45,23,01
0,1,46,23,01
0,0,47,23,00
1,0,48,23,10
0,0,49,23,00
1,0,50,23,10
0,0,51,23,00
0,1,52,23,01
0,0,53,23,00
0,1,54,23,01
0,0,55,23,00
1,0,56,23,10
1,0,57,23,10
1,0,58,23,10
1,0,59,23,10
1,0,60,23,10
0,0,61,23,00
1,0,62,23,10
0,0,63,23,00
1,0,64,23,10
1,0,65,23,10
1,0,66,23,10
0,0,67,23,00
1,0,68,23,10
0,0,69,23,00
0,1,70,23,01
0,0,71,23,00
1,0,72,23,10
1,0,73,23,10
1,0,74,23,10
0,0,75,23,00
0,1,76,23,01
0,0,77,23,00
0,1,78,23,01
0,0,79,23,00
1,0,80,23,10
0,0,81,23,00
1,0,82,23,10
0,0,83,23,00
0,1,84,23,01
0,0,85,23,00
1,0,86,23,10
1,0,87,23,10
1,0,88,23,10
0,0,89,23,00
0,1,90,23,01
0,0,91,23,00
1,0,92,23,10
1,0,93,23,10
0,0,94,23,00
1,0,95,23,10
1,0,96,23,10
0,0,97,23,00
0,1,98,23,01
0,1,99,23,01
0,1,100,23,01
0,0,101,23,00
1,1,1,23,11
0,1,2,23,01
0,0,3,23,00
0,1,4,23,01
0,1,5,23,01
0,1,6,23,01
0,1,7,23,01
0,0,8,23,00
1,0,9,23,10
1,0,10,23,10
1,0,11,23,10
1,0,12,23,10
1,0,13,23,10
1,0,14,23,10
0,0,15,23,00
0,1,16,23,01
0,1,17,23,01
0,0,18,23,00
0,1,19,23,01
0,1,20,23,01
0,1,21,23,01
0,0,22,23,00
1,0,23,23,10
1,0,24,23,10
1,0,25,23,10
1,0,26,23,10
1,0,27,23,10
1,0,28,23,10
0,0,29,23,00
0,1,30,23,01
0,0,31,23,00
1,0,32,23,10
0,0,33,23,00
0,1,34,23,01
0,1,35,23,01
0,0,36,23,00
0,1,37,23,01
0,0,38,23,00
1,0,39,23,10
1,0,40,23,10
0,0,41,23,00
1,0,42,23,10
1,0,43,23,10
0,0,44,23,00
0,1,45,23,01
0,0,46,23,00
1,0,47,23,10
1,0,48,23,10
0,0,49,23,00
0,1,50,23,01
0,1,51,23,01
0,1,52,23,01
0,0,53,23,00
0,1,54,23,01
0,0,55,23,00
1,0,56,23,10
1,0,57,23,10
0,0,58,23,00
1,0,59,23,10
0,0,60,23,00
1,0,61,23,10
0,0,62,23,00
0,1,63,23,01
0,1,64,23,01
0,0,65,23,00
1,0,66,23,10
1,0,67,23,10
1,0,68,23,10
0,0,69,23,00
1,0,70,23,10
0,0,71,23,00
1,0,72,23,10
1,0,73,23,10
1,0,74,23,10
0,0,75,23,00
1,0,76,23,10
0,0,77,23,00
1,0,78,23,10
0,0,79,23,00
1,0,80,23,10
0,0,81,23,00
0,1,82,23,01
0,1,83,23,01
0,0,84,23,00
0,1,85,23,01
0,0,86,23,00
1,0,87,23,10
0,0,88,23,00
0,1,89,23,01
0,0,90,23,00
1,0,91,23,10
1,0,92,23,10
1,0,93,23,10
1,0,94,23,10
0,0,95,23,00
0,1,96,23,01
0,0,97,23,00
1,0,98,23,10
0,0,99,23,00
0,1,100,23,01
0,0,101,23,00
1,1,1,23,11
0,1,2,23,01
0,0,3,23,00
1,0,4,23,10
0,0,5,23,00
1,0,6,23,10
0,0,7,23,00
1,0,8,23,10
0,0,9,23,00
0,1,10,23,01
0,1,11,23,01
0,0,12,23,00
1,0,13,23,10
1,0,14,23,10
1,0,15,23,10
0,0,16,23,00
1,0,17,23,10
0,0,18,23,00
1,0,19,23,10
1,0,20,23,10
1,0,21,23,10
0,0,22,23,00
1,0,23,23,10
0,0,24,23,00
0,1,25,23,01
0,1,26,23,01
0,0,27,23,00
1,0,28,23,10
0,0,29,23,00
0,1,30,23,01
0,1,31,23,01
0,1,32,23,01
0,0,33,23,00
1,0,34,23,10
0,0,35,23,00
1,0,36,23,10
1,0,37,23,10
0,0,38,23,00
1,0,39,23,10
0,0,40,23,00
1,0,41,23,10
1,0,42,23,10
1,0,43,23,10
0,0,44,23,00
1,0,45,23,10
0,0,46,23,00
0,1,47,23,01
0,1,48,23,01
0,1,49,23,01
0,0,50,23,00
1,0,51,23,10
0,0,52,23,00
0,1,53,23,01
0,0,54,23,00
0,1,55,23,01
0,1,56,23,01
0,0,57,23,00
0,1,58,23,01
0,0,59,23,00
1,0,60,23,10
1,0,61,23,10
1,0,62,23,10
0,0,63,23,00
0,1,64,23,01
0,1,65,23,01
0,1,66,23,01
0,1,67,23,01
0,1,68,23,01
0,0,69,23,00
1,0,70,23,10
0,0,71,23,00
1,0,72,23,10
1,0,73,23,10
1,0,74,23,10
0,0,75,23,00
0,1,76,23,01
0,1,77,23,01
0,0,78,23,00
0,1,79,23,01
0,0,80,23,00
0,1,81,23,01
0,1,82,23,01
0,1,83,23,01
0,0,84,23,00
0,1,85,23,01
0,1,86,23,01
0,0,87,23,00
0,1,88,23,01
0,0,89,23,00
1,0,90,23,10
1,0,91,23,10
1,0,92,23,10
1,0,93,23,10
1,0,94,23,10
0,0,95,23,00
0,1,96,23,01
0,1,97,23,01
0,0,98,23,00
0,1,99,23,01
0,1,100,23,01
0,1,101,23,01
1,1,1,23,11
1,0,2,23,10
0,0,3,23,00
0,1,4,23,01
0,1,5,23,01
0,1,6,23,01
0,0,7,23,00
0,1,8,23,01
0,0,9,23,00
0,1,10,23,01
0,0,11,23,00
0,1,12,23,01
0,1,13,23,01
0,0,14,23,00
1,0,15,23,10
0,0,16,23,00
0,1,17,23,01
0,0,18,23,00
1,0,19,23,10
1,0,20,23,10
1,0,21,23,10
1,0,22,23,10
1,0,23,23,10
1,0,24,23,10
1,0,25,23,10
1,0,26,23,10
1,0,27,23,10
1,0,28,23,10
0,0,29,23,00
0,1,30,23,01
0,0,31,23,00
1,0,32,23,10
0,0,33,23,00
1,0,34,23,10
1,0,35,23,10
1,0,36,23,10
0,0,37,23,00
0,1,38,23,01
0,0,39,23,00
0,1,40,23,01
0,0,41,23,00
1,0,42,23,10
1,0,43,23,10
0,0,44,23,00
1,0,45,23,10
0,0,46,23,00
0,1,47,23,01
0,0,48,23,00
0,1,49,23,01
0,1,50,23,01
0,1,51,23,01
0,1,52,23,01
0,1,53,23,01
0,1,54,23,01
0,0,55,23,00
1,0,56,23,10
0,0,57,23,00
0,1,58,23,01
0,1,59,23,01
0,0,60,23,00
1,0,61,23,10
1,0,62,23,10
1,0,63,23,10
1,0,64,23,10
1,0,65,23,10
0,0,66,23,00
0,1,67,23,01
0,1,68,23,01
0,1,69,23,01
0,1,70,23,01
0,1,71,23,01
0,0,72,23,00
1,0,73,23,10
1,0,74,23,10
0,0,75,23,00
0,1,76,23,01
0,0,77,23,00
0,1,78,23,01
0,1,79,23,01
0,0,80,23,00
1,0,81,23,10
1,0,82,23,10
1,0,83,23,10
1,0,84,23,10
0,0,85,23,00
1,0,86,23,10
0,0,87,23,00
1,0,88,23,10
0,0,89,23,00
0,1,90,23,01
0,0,91,23,00
1,0,92,23,10
1,0,93,23,10
1,0,94,23,10
0,0,95,23,00
1,0,96,23,10
0,0,97,23,00
1,0,98,23,10
1,0,99,23,10
1,0,100,23,10
0,0,101,23,00
1,1,1,23,11
1,0,2,23,10
0,0,3,23,00
1,0,4,23,10
0,0,5,23,00
1,0,6,23,10
1,0,7,23,10
0,0,8,23,00
1,0,9,23,10
0,0,10,23,00
1,0,11,23,10
1,0,12,23,10
1,0,13,23,10
1,0,14,23,10
0,0,15,23,00
0,1,16,23,01
0,1,17,23,01
0,0,18,23,00
0,1,19,23,01
0,1,20,23,01
0,1,21,23,01
0,0,22,23,00
0,1,23,23,01
0,1,24,23,01
0,0,25,23,00
1,0,26,23,10
1,0,27,23,10
1,0,28,23,10
0,0,29,23,00
1,0,30,23,10
1,0,31,23,10
0,0,32,23,00
0,1,33,23,01
0,1,34,23,01
0,0,35,23,00
1,0,36,23,10
1,0,37,23,10
1,0,38,23,10
1,0,39,23,10
1,0,40,23,10
1,0,41,23,10
1,0,42,23,10
0,0,43,23,00
0,1,44,23,01
0,1,45,23,01
0,1,46,23,01
0,0,47,23,00
1,0,48,23,10
1,0,49,23,10
1,0,50,23,10
1,0,51,23,10
1,0,52,23,10
1,0,53,23,10
0,0,54,23,00
1,0,55,23,10
1,0,56,23,10
1,0,57,23,10
1,0,58,23,10
1,0,59,23,10
1,0,60,23,10
0,0,61,23,00
1,0,62,23,10
0,0,63,23,00
0,1,64,23,01
0,0,65,23,00
1,0,66,23,10
1,0,67,23,10
1,0,68,23,10
0,0,69,23,00
0,1,70,23,01
0,0,71,23,00
1,0,72,23,10
1,0,73,23,10
1,0,74,23,10
0,0,75,23,00
0,1,76,23,01
0,0,77,23,00
0,1,78,23,01
0,0,79,23,00
0,1,80,23,01
0,1,81,23,01
0,1,82,23,01
0,0,83,23,00
1,0,84,23,10
1,0,85,23,10
1,0,86,23,10
1,0,87,23,10
0,0,88,23,00
1,0,89,23,10
0,0,90,23,00
0,1,91,23,01
0,1,92,23,01
0,1,93,23,01
0,0,94,23,00
1,0,95,23,10
0,0,96,23,00
1,0,97,23,10
0,0,98,23,00
0,1,99,23,01
0,1,100,23,01
0,0,101,23,00
0,0,1,24,00
0,1,2,24,01
0,0,3,24,00
0,1,4,24,01
0,1,5,24,01
0,0,6,24,00
1,0,7,24,10
1,0,8,24,10
0,0,9,24,00
1,0,10,24,10
1,0,11,24,10
1,0,12,24,10
1,0,13,24,10
1,0,14,24,10
0,0,15,24,00
0,1,16,24,01
0,1,17,24,01
0,1,18,24,01
0,1,19,24,01
0,1,20,24,01
0,1,21,24,01
0,1,22,24,01
0,1,23,24,01
0,0,24,24,00
0,1,25,24,01
0,0,26,24,00
0,1,27,24,01
0,1,28,24,01
0,1,29,24,01
0,1,30,24,01
0,1,31,24,01
0,1,32,24,01
0,0,33,24,00
1,0,34,24,10
1,0,35,24,10
0,0,36,24,00
1,0,37,24,10
1,0,38,24,10
1,0,39,24,10
1,0,40,24,10
1,0,41,24,10
0,0,42,24,00
1,0,43,24,10
0,0,44,24,00
1,0,45,24,10
1,0,46,24,10
1,0,47,24,10
1,0,48,24,10
0,0,49,24,00
1,0,50,24,10
0,0,51,24,00
1,0,52,24,10
0,0,53,24,00
1,0,54,24,10
0,0,55,24,00
1,0,56,24,10
0,0,57,24,00
1,0,58,24,10
0,0,59,24,00
1,0,60,24,10
1,0,61,24,10
1,0,62,24,10
0,0,63,24,00
0,1,64,24,01
0,1,65,24,01
0,1,66,24,01
0,1,67,24,01
0,1,68,24,01
0,1,69,24,01
0,0,70,24,00
0,1,71,24,01
0,0,72,24,00
0,1,73,24,01
0,0,74,24,00
0,1,75,24,01
0,0,76,24,00
1,0,77,24,10
0,0,78,24,00
1,0,79,24,10
1,0,80,24,10
1,0,81,24,10
1,0,82,24,10
0,0,83,24,00
0,1,84,24,01
0,1,85,24,01
0,0,86,24,00
0,1,87,24,01
0,1,88,24,01
0,1,89,24,01
0,1,90,24,01
0,1,91,24,01
0,0,92,24,00
1,0,93,24,10
0,0,94,24,00
1,0,95,24,10
1,0,96,24,10
1,0,97,24,10
1,0,98,24,10
1,0,99,24,10
0,0,100,24,00
1,0,101,24,10
0,0,1,24,00
0,1,2,24,01
0,1,3,24,01
0,1,4,24,01
0,1,5,24,01
0,0,6,24,00
1,0,7,24,10
0,0,8,24,00
1,0,9,24,10
1,0,10,24,10
0,0,11,24,00
1,0,12,24,10
1,0,13,24,10
0,0,14,24,00
0,1,15,24,01
0,1,16,24,01
0,1,17,24,01
0,0,18,24,00
0,1,19,24,01
0,0,20,24,00
1,0,21,24,10
0,0,22,24,00
0,1,23,24,01
0,0,24,24,00
1,0,25,24,10
0,0,26,24,00
0,1,27,24,01
0,1,28,24,01
0,0,29,24,00
0,1,30,24,01
0,1,31,24,01
0,1,32,24,01
0,0,33,24,00
1,0,34,24,10
0,0,35,24,00
1,0,36,24,10
1,0,37,24,10
0,0,38,24,00
1,0,39,24,10
1,0,40,24,10
1,0,41,24,10
1,0,42,24,10
0,0,43,24,00
0,1,44,24,01
0,0,45,24,00
0,1,46,24,01
0,0,47,24,00
0,1,48,24,01
0,1,49,24,01
0,0,50,24,00
0,1,51,24,01
0,0,52,24,00
0,1,53,24,01
0,0,54,24,00
1,0,55,24,10
0,0,56,24,00
0,1,57,24,01
0,0,58,24,00
1,0,59,24,10
1,0,60,24,10
1,0,61,24,10
0,0,62,24,00
1,0,63,24,10
0,0,64,24,00
0,1,65,24,01
0,1,66,24,01
0,0,67,24,00
0,1,68,24,01
0,1,69,24,01
0,0,70,24,00
1,0,71,24,10
0,0,72,24,00
0,1,73,24,01
0,1,74,24,01
0,1,75,24,01
0,1,76,24,01
0,1,77,24,01
0,1,78,24,01
0,1,79,24,01
0,0,80,24,00
0,1,81,24,01
0,0,82,24,00
1,0,83,24,10
1,0,84,24,10
0,0,85,24,00
1,0,86,24,10
0,0,87,24,00
1,0,88,24,10
0,0,89,24,00
0,1,90,24,01
0,0,91,24,00
0,1,92,24,01
0,1,93,24,01
0,1,94,24,01
0,0,95,24,00
0,1,96,24,01
0,0,97,24,00
1,0,98,24,10
0,0,99,24,00
1,0,100,24,10
1,0,101,24,10
0,0,1,24,00
0,1,2,24,01
0,1,3,24,01
0,1,4,24,01
0,0,5,24,00
0,1,6,24,01
0,1,7,24,01
0,1,8,24,01
0,1,9,24,01
0,0,10,24,00
1,0,11,24,10
1,0,12,24,10
1,0,13,24,10
1,0,14,24,10
0,0,15,24,00
0,1,16,24,01
0,0,17,24,00
0,1,18,24,01
0,1,19,24,01
0,0,20,24,00
1,0,21,24,10
0,0,22,24,00
0,1,23,24,01
0,0,24,24,00
0,1,25,24,01
0,0,26,24,00
1,0,27,24,10
0,0,28,24,00
0,1,29,24,01
0,0,30,24,00
1,0,31,24,10
1,0,32,24,10
0,0,33,24,00
0,1,34,24,01
0,0,35,24,00
0,1,36,24,01
0,1,37,24,01
0,1,38,24,01
0,1,39,24,01
0,0,40,24,00
1,0,41,24,10
1,0,42,24,10
1,0,43,24,10
0,0,44,24,00
0,1,45,24,01
0,0,46,24,00
1,0,47,24,10
0,0,48,24,00
1,0,49,24,10
1,0,50,24,10
1,0,51,24,10
0,0,52,24,00
1,0,53,24,10
0,0,54,24,00
1,0,55,24,10
1,0,56,24,10
0,0,57,24,00
0,1,58,24,01
0,0,59,24,00
0,1,60,24,01
0,1,61,24,01
0,1,62,24,01
0,1,63,24,01
0,0,64,24,00
0,1,65,24,01
0,0,66,24,00
0,1,67,24,01
0,1,68,24,01
0,0,69,24,00
1,0,70,24,10
0,0,71,24,00
0,1,72,24,01
0,1,73,24,01
0,0,74,24,00
0,1,75,24,01
0,1,76,24,01
0,0,77,24,00
1,0,78,24,10
1,0,79,24,10
1,0,80,24,10
0,0,81,24,00
1,0,82,24,10
1,0,83,24,10
1,0,84,24,10
0,0,85,24,00
1,0,86,24,10
1,0,87,24,10
0,0,88,24,00
1,0,89,24,10
1,0,90,24,10
0,0,91,24,00
1,0,92,24,10
1,0,93,24,10
0,0,94,24,00
0,1,95,24,01
0,1,96,24,01
0,1,97,24,01
0,1,98,24,01
0,1,99,24,01
0,1,100,24,01
0,0,101,24,00
0,0,1,24,00
0,1,2,24,01
0,0,3,24,00
0,1,4,24,01
0,1,5,24,01
0,1,6,24,01
0,1,7,24,01
0,0,8,24,00
1,0,9,24,10
1,0,10,24,10
1,0,11,24,10
0,0,12,24,00
1,0,13,24,10
0,0,14,24,00
1,0,15,24,10
1,0,16,24,10
0,0,17,24,00
0,1,18,24,01
0,0,19,24,00
0,1,20,24,01
0,0,21,24,00
0,1,22,24,01
0,0,23,24,00
0,1,24,24,01
0,0,25,24,00
